id,url,title,header,text
9d7c1676-f221-4178-9279-adb0e293e376,https://examine.com/conditions/celiac-disease,Celiac Disease,What causes celiac disease?,"Celiac disease is caused by an abnormal immune reaction to gluten. Consuming gluten triggers destruction ofvilli, tiny finger-like projections lining the small intestine that absorb nutrients from food. People who are genetically susceptible have particular variants of the genes encodingmajor histocompatibility complex(MHC) class II molecules, which play a role in the sensing of foreign proteins by the immune system. The MHC class II genes HLA-DQ2 or HLA-DQ8 bind to gluten-derived peptides, triggering the immune response that causes intestinal damage. Although HLA-DQ2 or HLA-DQ8 seem to be required to develop the disease, they are not sufficient, since only 1% of the population has celiac disease, in spite of 40% having HLA-DQ2 or HLA-DQ8.[12]"
526733d7-b175-490d-8a6d-cfceac65571b,https://examine.com/conditions/crohns-disease,Crohn's Disease,What is Crohn’s Disease?,"Crohn’s disease is aninflammatory bowel diseasethat causes inflammation and irritation in the lining of thegastrointestinal(GI) tract. It commonly affects the small and large intestine, but can occur at any point from the mouth to the anus. It tends to worsen over time, but periods of remission (where symptoms disappear) may last weeks or years. Though it can develop in anyone at any age, a person is more likely to develop it in their twenties. Additional risk factors include smoking and family history of inflammatory bowel disease.Crohn’s disease can increase the risk of developing colon cancer, fistulas (abnormal tunnels in the GI tract), abscesses, anal fissures (small tears), intestinal obstructions, and inflammation in other areas of the body.[1]"
6ebfeb12-66ab-4aae-8526-961129370777,https://examine.com/conditions/crohns-disease,Crohn's Disease,What are the main signs and symptoms of Crohn’s Disease?,"The most common symptoms of Crohn’s disease are diarrhea (occasionally bloody), abdominal pain and cramping, and unexplained weight loss. Other potential signs and symptoms include nausea, reduced appetite, joint or eye pain,fatigue, anemia, or fever.[2]"
6a9aa58e-c3fc-49b7-9a13-95cf2565f149,https://examine.com/conditions/crohns-disease,Crohn's Disease,How is Crohn’s Disease diagnosed?,"After gathering a medical history, a doctor (usually a gastroenterologist) will perform a number of exams and tests to diagnose Crohn’s Disease. They will likely start with a physical exam to check forbloatingand abdominal tenderness and listen to the sounds of the GI tract. Other diagnostic tests may include blood tests to detect anemia and inflammation, stool tests to rule out other diseases, endoscopies (such as a colonoscopy) to view the GI tract lining and collect biopsies, or imaging tests such as acomputed tomography(CT) scan.[3]"
3f77e7b2-68c6-442b-b060-e3389ca13640,https://examine.com/conditions/crohns-disease,Crohn's Disease,What are some of the main medical treatments for Crohn’s Disease?,"There is no cure for Crohn’s Disease, but it can be managed with long-term care from a gastroenterologist and anti-inflammatory medications that suppress the immune system or interrupt inflammatory processes to prevent damage to the intestinal lining and, in some cases, initiate remission.Anti-diarrheal medications and acetaminophen (also known as paracetamol or the brand name Tylenol) can be used to treat diarrhea and abdominal pain, and antibiotics are used to treat infections that might occur (such as abscesses). Fistulas, anal fissures, and ulcers can be treated with medication and dietary modifications, but in some cases, severely damaged sections of the intestine may need to be surgically removed and rerouted or attached to a reservoir to enable the passage of stool.Severe symptoms may also require bowel rest, which can involve partial enteral nutrition — using specific liquid formulas to meet a patient’s dietary needs — or delivering nutrients intravenously to bypass the GI tract completely. Partial enteral nutrition may help to prevent flares when a patient is in remission, especially when fed through a nasogastric tube that delivers the formula directly into the stomach through the nose.[4][5]"
a3c2ed22-db26-4d76-95f4-242ac57afde4,https://examine.com/conditions/crohns-disease,Crohn's Disease,Have any supplements been studied for Crohn’s Disease?,"Probiotics, prebiotics, and synbiotics have all been studied for IBD, but they appear to be much more effective inulcerative colitisthan in Crohn’s disease.[6][7]Resveratrolcould improve both GI symptoms and quality of life.[8][9]"
8010f901-cb16-4abd-86e1-e18321d53ff8,https://examine.com/conditions/crohns-disease,Crohn's Disease,How could diet affect Crohn’s Disease?,"No specific dietary interventions are recommended for people with Crohn’s disease. The specific carbohydrate diet andMediterranean dietwere equally effective when comparing six-week remission rates, while theautoimmune protocol dietimproved quality of life. However, these studies lacked control groups, and because Crohn’s disease can enter remission spontaneously, it’s unclear whether the diets caused remission.[10][11]Alow-FODMAP dietmay reduce some GI symptoms, but doesn’t reduce disease activity.[12]Other exclusion diets — like those that remove carrageenan or animal products or require the use of organic foods — have little to no effect on IBD disease activity or remission rates.[13]People with Crohn’s disease may have lower circulating levels of fat-soluble vitamins A, D, E, and K, and low vitamin A status was associated with higher levels ofC-reactive proteinin one meta-analysis.[14]Additionally, they might not be eating adequate calories, so supplementation may be recommended.[15]"
d5b77f14-1066-4491-9862-9094c6f294e9,https://examine.com/conditions/crohns-disease,Crohn's Disease,Are there any other treatments for Crohn’s Disease?,"Fecal microbiota transplants appear effective for inducing remission in IBD, but most of the available trials for Crohn’s disease lack control groups, so more confirmatory trials are needed.[16]Bothmindfulnessexercises and cognitive behavioral therapy can improve quality of life, and regular exercise is an effective way to manage disease-relatedfatigue.[9][17][18]Although hyperbaric oxygen therapy is associated with remission and clinical improvements in Crohn’s disease, most studies have serious design flaws (like a lack of randomization or control groups), so it’s unclear whether those occurred as a result of the treatment or as a normal part of the disease process.[19]"
a17d0014-ecf5-45ec-afcf-149d969b2c3f,https://examine.com/conditions/crohns-disease,Crohn's Disease,What causes Crohn’s Disease?,"The cause of Crohn’s Disease is unknown, but researchers believe it could be due to an autoimmune reaction potentially triggered by gut microbes, and that genes could also play a role.In observational studies, a Western dietary pattern is associated with an increased risk of developing Crohn’s disease, while dietary fiber, fruit, vegetable, and fish intake are associated with a reduced risk.[20][21][22]Smoking may double the chances of developing Crohn’s disease, while other lifestyle factors — such asnon-steroidal anti-inflammatory drugs(NSAIDs), antibiotics, and certain types of birth control pills — may increase the risk, but only slightly.[2]"
11c897a4-b4fe-4f0c-95d3-a1631dcb873f,https://examine.com/conditions/dermatitis,Dermatitis,What is dermatitis?,"Dermatitis is a general term used to describe skin inflammation resulting from a wide variety of skin conditions. Common causes of dermatitis includeeczema, contact dermatitis, and seborrheic dermatitis (of whichdandruffis a mild form).[1]Other causes include vascular disease, which causes stasis dermatitis,[2]or photosensitivity, which is an abnormal reaction to sun exposure.[3]"
791fcf62-591b-4641-bee8-af48b418459b,https://examine.com/conditions/dermatitis,Dermatitis,What are the main signs and symptoms of dermatitis?,"People with dermatitis experience skin redness, irritation, and itchiness. The skin may blister, ooze, and appear flaky in severe cases."
a8dd43fd-70cc-42aa-a88d-12b4fdc3047d,https://examine.com/conditions/dermatitis,Dermatitis,How is dermatitis diagnosed?,"Diagnosis is based upon medical and physical assessment findings. If these findings are unclear, further testing such as skin prick testing, blood tests measuring immune reactivity to allergens, or biopsy may be performed."
67bc8c20-1610-40cc-b111-8274d05d320e,https://examine.com/conditions/dermatitis,Dermatitis,What are some of the main medical treatments for dermatitis?,"Moisturizers, topical corticosteroids, and topical calcineurin inhibitors are the first-line treatments for most cases of dermatitis. Treatment choice depends upon the severity, location, and type or cause of dermatitis.[1]For contact dermatitis, avoiding the offending trigger is the first-line treatment."
e812390c-905b-498f-8c67-e8d3a50f2ce4,https://examine.com/conditions/dermatitis,Dermatitis,Have any supplements been studied for dermatitis?,"Supplements that have shown potential benefits for treatingeczemaare oralVitamin E, topicalVitamin B12,[4]Vitamin D,[5]andprobiotics.[6]. One study found thatwhey proteinreduced symptoms of contact dermatitis[7]. Additionally, people who are deficient in certain minerals and nutrients —Vitamin B2,Vitamin B3,Vitamin B12,zinc,iron— often present with dermatitis-like symptoms.[8]In this case, supplementation of the deficient nutrient is advised."
7b8321b0-36a7-4604-9b36-2c72ef4c1ba8,https://examine.com/conditions/dermatitis,Dermatitis,What’s the connection between diet and dermatitis?,"Allergies to certain foods can cause or worsen dermatitis. The most common food allergies include peanuts, cow’s milk, soy, shellfish, wheat, and nuts.[9]Furthermore, in some people the autoimmune conditionceliac diseasecan manifest asdermatitis herpetiformis(DH); people with DH develop blistering rashes after consuming gluten-containing foods.[10]"
aa2cb5a1-9f75-44b5-9942-dc30a21b346f,https://examine.com/conditions/dermatitis,Dermatitis,Are there any other treatments for dermatitis?,"Avoiding irritating fabrics such as thick-fiber wool can mitigate symptoms ofeczema,[11]and reducing exposure to known irritants such as pollen, dust, fragrances, etc. can reduce symptoms of contact dermatitis.[1]Fine merino wool has been demonstrated to be helpful for people witheczema, despite the fact that thick-fiber wool may exacerbateeczemasymptoms.[11]Furthermore, phototherapy has been shown to be beneficial in people witheczemathat does not respond to initial treatments.[12]"
900d3d64-8415-49e8-8940-f03afef34989,https://examine.com/conditions/dermatitis,Dermatitis,What causes dermatitis?,"Dermatitis can be caused by endogenous (within the body) or exogenous (outside the body) factors. Endogenous dermatitis involves a pathology within the body. Examples areeczemaand stasis dermatitis. On the other hand, exogenous dermatitis is precipitated by contact with substances outside the body. Examples are irritant contact dermatitis, allergic contact dermatitis, and photosensitive dermatitis.[1]"
a6c517e5-b1d7-4240-8f82-52f6ae26c18f,https://examine.com/conditions/dry-eye,Dry Eye,What is a dry eye?,"Under normal conditions, our eyes are constantly making tears to keep the surface of the eye moist. Although tears are typically considered as a simple, homogeneous substance, we have a complex tear film that keeps our eyes healthy and comfortable, which consists of three distinct layers. Every time we blink, the tear film coats the surface of the eye, which helps to keep them clean and clear. If insufficient amounts of the tear film or its composition is off, dry eyes can occur.[1]"
5ad6bc91-2047-442e-9ab7-577e0c32e089,https://examine.com/conditions/dry-eye,Dry Eye,What are the main signs and symptoms of dry eye?,"Symptoms of dry eyes include redness or irritation, which is especially evident in the wind, stinging or burning sensation in the eyes, blurred vision, can be especially noticeable when reading, a scratchy or gritty feeling, that feels like sand in the eye, presence of strings of mucus in and around the eyes, pain and discomfort while wearing contact lenses, increased amounts of tears in the eye."
7548331e-51d1-4dde-bb19-7f3331dfa961,https://examine.com/conditions/dry-eye,Dry Eye,How is dye eye diagnosed?,"Dry eye is diagnosed by an ophthalmologist, who will start with an eye exam to look at the eyelids and surface of the eye. Ophthalmologists may perform different tests to diagnose dry eyes including the following:Examine amount of tears that your eyes makeDetermine how long it takes tears to dry upExamine eyelid structure"
f6c3f2c2-dfb3-4bd4-9f6c-9ad98191c9b1,https://examine.com/conditions/dry-eye,Dry Eye,What are some of the main medical treatments for dry eye?,"Artificial tears are one treatment for dry eyes, which are available without a prescription and can be administered multiple times per day.Prescription eye drop medications may also be recommended to help the eyes make more of their own tears.Newer treatments are also available (or are being developed) that specifically target the underlying causes of dry eyes.[2]Blocking tear ducts is another treatment that may be recommended by an ophthalmologist."
87ea4728-b83a-4e45-8c48-55ad4eed0389,https://examine.com/conditions/dry-eye,Dry Eye,Have any supplements been studied for dry eye?,"Pycnogenol, a patented formulation of pine bark extract, has shown promise for alleviating dry eyes in patients with Sjogren’s disease, a common autoimmune condition in women that causes dry eyes and dry mouth. The mechanism of action isn’t clear but may be due to the anti-inflammatory effects of pycnogenol.Fish oiland omega 3 fatty acid supplements have been also have been studied for dry eyes. However, their efficacy across different studies has been inconsistent, with some meta analyses more optimistic on their efficacy for treating dry eye symptoms[3]than others.[4]Although one extensively cited cross-sectional study found that higher omega-3 fatty acid consumption was associated with a 17% lower risk of dry eye in a cohort of 32,000 women,[5]more research is needed to determine their efficacy for the relief of dry eye symptoms of varying etiology in different populations. As withpycnogenol, therapeutic mechanisms of action are not well understood, but likely involve the anti-inflammatory activity of omega-3 fats."
27b21857-0898-425d-8033-554e6a389e51,https://examine.com/conditions/dry-eye,Dry Eye,How could diet affect dry eye?,"Good nutrition helps to keep the eye healthy overall and may reduce the risk of eye diseases such as dry eye. Overall, getting plenty of leafy green vegetables along with yellow, orange, and other colorfulfruits and vegetableswill help to keep the eyes healthy.[6]Dietary patterns that are good for the heart may also be good for the eyes, since the eyes rely on tiny arteries to deliver oxygen and nutrients. As with the heart, keeping blood vessels healthy will help to keep the eyes healthy."
b75e3863-493d-4cbc-8efb-31ab47679758,https://examine.com/conditions/dry-eye,Dry Eye,Are there any other treatments for dry eye?,"The most common non-medical treatments for dry eye, such as artificial tears and lubricating eye drops are available over the counter, without a prescription. Although this is a good place to start if you have infrequent issues with dry eyes, it is important to see a doctor if symptoms persist or become worse."
03beb6be-4c8a-4649-8b4a-27df926c7668,https://examine.com/conditions/dry-eye,Dry Eye,What causes dry eye?,"Hormonal changes during aging can be a cause of dry eye. Although both men and women can get dry eye, it tends to be more common in women, especially aftermenopause. There are many other causes of dry eye, which including autoimmune diseases such asrheumatoid arthritis, Sjogren's syndrome, and lupus, thyroid disease, smoke exposure, wind exposure, or being in a dry climate, prolonged activities that reduce blinking such as working at a computer screen for long periods of time, or reading, wearing contact lenses for an extended period of time, refractive eye surgery such as LASIK.Additionally, medications that can cause dry eyes include diuretics, beta-blockers, antihistamines, sleeping pills, medications foranxietyordepression, and heartburn medications.[2]"
24c645c3-34d5-4257-a119-4fcd108065d9,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),What is eczema?,"Atopic dermatitis, also called eczema, is a common skin condition. ""Atopic"" refers to a heightened sensitivity toward allergens, leading to frequent, excessive immune reactions that inflame and irritate the skin (dermatitis). Other atopic diseases includeallergic rhinitisandasthma. It is most common during childhood, with a prevalence of up to 25% of children affected, but can persist into adulthood; over a lifetime, 7–10% of people will get eczema at some point.[1]"
13963ee2-4586-4a20-a070-f71101442846,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),What are the main signs and symptoms of eczema?,"Red, inflamed skin lesions that can occur on many parts of the body. These lesions are dry and often itchy, swollen, oozing, crusting, and with time can become lichenified (thick and leathery). Scratching is common, which leads to a vicious cycle of irritation leading to scratching leading to further irritation. Psychological symptoms such asdepression,anxiety, andinsomniaare also common."
981a15b8-2e0e-4e9b-b3df-5316127ea1ec,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),How is eczema diagnosed?,"Diagnosis is generally based on signs/symptoms and medical history. Eczema is chronic, so it can take a while to be sure that the lesions are due to eczema rather than a more acute phenomenon like an infection, an acute or transient allergic reaction, or exposure to harmful chemicals. A history or family history of asthma, hay fever, and dry skin also makes eczema more likely. To determine the severity of atopic dermatitis and track treatment progress, researchers and doctors objectively measure several characteristics of the lesions with scoring systems such as EASI and SCORAD.[2]"
1f7b3f5c-56bc-4f73-83ea-cdb0f2b944ea,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),What are some of the main medical treatments for eczema?,"The use of topical barrier creams and topical corticosteroids, such as hydrocortisone, are typically the first line of treatment. Oral and topical antihistamines are also commonly used early. If this proves insufficient, immunosuppressive (focused on curtailing the excessive immune system activation) drugs are frequently employed. Some such drugs and drug types include monoclonal antibodies, JAK inhibitors, steroids, calcineurin inhibitors, methotrexate, mycophenolate mofetil, and cromoglycate. Phosphodiesterase inhibitors are also sometimes used to induce vasodilation."
bd424b2f-0a5d-4a08-ab61-8d3703a6980e,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),Have any supplements been studied for eczema?,"Several supplements have and continue to be investigated for eczema, though at present, the only ones approaching credibility from clinical trials arevitamin D[3]andprobiotics.[4]They are also mechanistically plausible. Vitamin D is known to help regulate the immune system and plays a role in the formation of filaggrin, which helps to maintain the skin's moisture barrier. Some probiotics play a significant role in regulating the immune system to reduce excessiveinflammation, maintain the gut barrier and prevent further inflammation."
3dbb3bec-6a14-46da-a303-a167af687478,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),How could diet affect eczema?,"The use of partially hydrolyzedwhey proteininfant formula may reduce the risk of eczema later in life.[5]In addition, sufficient levels ofvitamin-d,zinc, andseleniumare associated with a lower risk of eczema, though besides vitamin D, it's not clear if they are causally linked.[6]"
87521c33-d114-4850-aa0e-0d1168934d86,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),Are there any other treatments for eczema?,"Fabric selection may play a meaningful part in reducing itching. Fabrics with scratchier fibers and wider spaces between fibers, such as wool, are worse, whereas cotton, silk, and ultrafine wool may be better choices.[7]There is also interest in a number of alternative fabrics treated with antibacterial agents, such as silver, zinc oxide, and borage oil, with some clinical evidence in particular for silver, though more research is needed.[8]Phototherapy with narrow-band UV-B and UV-A1 has also seen a considerable amount of research and is likely effective for reducing the severity of eczema.[9]"
81811b97-ce9b-45e5-9f05-19a1e91ba31a,https://examine.com/conditions/eczema,Eczema (Atopic Dermatitis),What causes eczema?,"Genetics plays a considerable role, and a number of mechanistically plausible genes have been linked to eczema risk.[10]Additionally, microbiome disruption is highly common in eczema, and with the vital role in immune regulation that the microbiome plays, this is plausible.[11]Other possible factors include smoking, maternal alcohol consumption andstress/anxiety, being born in winter, phthalate exposure, and hard water. The early-life use of antibiotics[12]and acetaminophen are also associated with eczema, though it's possible that this is due to a dysfunctional immune system leading both to the need for those medications as well as eczema."
2cf74ef7-0217-4382-97aa-7ffc06f98e8f,https://examine.com/conditions/graves-disease,Graves’ Disease,What is Graves’ Disease?,"Graves’ disease, also calledautoimmune hyperthyroidism, is anautoimmune diseasethat affects the thyroid gland by causing it to produce excessive levels of hormones. It is the most common cause of hyperthyroidism in Western countries, responsible for 4 out of every 5 cases.[1]Graves’ disease affects 1 in 200 people and occurs with 5–10 times higher frequency in women compared to men.[2]People with Graves’ disease are also at increased risk for developing other autoimmune diseases, includingrheumatoid arthritis,systemic lupus erythematosus,celiac disease, andtype 1 diabetes.[3]"
3d7976eb-2e50-466a-ad61-b4eb68870521,https://examine.com/conditions/graves-disease,Graves’ Disease,What are the main signs and symptoms of Graves’ disease?,"Because thyroid hormones help to regulate multiple body systems, Graves’ disease causes a range of symptoms throughout the body.The following symptoms are common in people with Graves’ disease:[4]NervousnessMoodiness or irritabilityAnxietyRapid heartbeatTremorsIncreased bowel movement frequencyIntolerance for hot conditions and increasedsweatingSleep difficultiesWeight loss in spite of increased appetiteEnlargement of the thyroid (goiter), which may interfere with breathing or swallowingUp to half of people with Graves’ disease may have eye symptoms such as redness, dryness, irritation, and swelling. Women with Graves’ disease may also experience irregularities with their menstrual cycles.A small number of people with Graves’ disease may develop a skin disorder called Graves’ dermopathy,[5]which causes localized thickening of the skin, typically in the legs and feet.[6]"
db55b837-7acd-4518-9467-bf7e899e0ac5,https://examine.com/conditions/graves-disease,Graves’ Disease,How is Graves’ disease diagnosed?,"When Graves’ disease is suspected based on a person’s symptoms (particularly skin and eye symptoms and an enlarged thyroid gland), a doctor will order testing to evaluate thyroid gland function. Blood tests will be performed to analyze levels of thyroid hormones and check for the presence of particular autoantibodies. Diagnosis can be confirmed through radioactive iodine uptake testing. The thyroid gland absorbsiodineto make thyroid hormones, and in people with Graves’ disease, overproduction of thyroid hormones increases iodine uptake by the thyroid gland, which can be measured with a thyroid scan. Doctors will also use the thyroid scan to analyze the pattern of iodine uptake, which can help to distinguish Graves’ disease from other thyroid disorders.[7]"
81d5a8c4-9924-4263-8763-f3fd23c45319,https://examine.com/conditions/graves-disease,Graves’ Disease,What are some of the main medical treatments for Graves’ disease?,"There are currently no cures for the chronic autoimmune process that causes Graves’ disease. However, there are treatment options for hyperthyroidism, including surgery, medications, and radioiodine therapy. Radioiodine therapy involves ingestion of a radioactive form of iodine, which destroys the cells in the thyroid gland that produce thyroid hormones. Medications such as beta blockers can reduce some of the symptoms of Graves’ disease, such as rapid heartbeat, tremors, and nervousness. Antithyroid medications that work by reducing the production of thyroid hormones are also commonly prescribed. Surgery is another common treatment for hyperthyroidism and involves removing part or most of the thyroid gland.[7]"
5e145920-e776-4e7e-86c3-5983a12830bb,https://examine.com/conditions/graves-disease,Graves’ Disease,Have any supplements been studied for Graves’ disease?,"Seleniumis a cofactor for enzymes in the body that function to neutralize reactive oxygen species,[8]and lowvitamin Dlevels are associated with increased inflammation.[9]Because observational studies have noted low selenium and vitamin D levels in people with a new diagnosis of Graves’ disease,[10]one randomized controlled trial tested the effects of selenium and vitamin D supplementation in participants with Graves’ disease who had low levels of these nutrients. The trial found that selenium and vitamin D supplementation in combination with standard drug therapy was better than the drug therapy alone for treating hyperthyroid symptoms in participants.[11]Additional supplements that have been studied for use in Graves’ disease includeantioxidants,[12]omega-3 fatty acids,[13]andprobiotics.[14]"
1d43a7ac-5baf-4c93-a060-20f40bad5aed,https://examine.com/conditions/graves-disease,Graves’ Disease,How could diet affect Graves’ disease?,"Because the thyroid gland uses iodine to synthesize thyroid hormones, people with Graves’ disease may be sensitive to foods or supplements that contain high amounts of iodine. Foods or supplements that are high in iodine, such as kelp or multivitamins, could potentially make hyperthyroidism worse.[15]Theautoimmune protocol diethas shown positive effects on inflammation and disease symptoms in people with Hashimoto’s thyroiditis (a similar type of autoimmune thyroid disease) when used alongside a broader lifestyle intervention.[16]Treatment for hyperthyroidism is intended to ideally restore levels of thyroid hormones to normal ranges. However, therapy often results inhypothyroidism (an underactive thyroid gland),[7]which could potentially require dietary changes to mitigate weight gain in certain individuals. Hyperthyroidism can also potentially mask a predisposition for weight gain or obesity, which may require diet changes to avoid excessive weight after the hyperthyroidism is treated.[17]"
f2884a60-2819-4164-bc7e-df136c3d248e,https://examine.com/conditions/graves-disease,Graves’ Disease,Are there any other treatments for Graves’ disease?,"Current treatments for Graves’ disease all have drawbacks. Commonly used antithyroid therapies are associated with an increased risk that disease symptoms will return after treatment is stopped. The downside to ablative therapies such as radioiodine therapy or surgery is that many people will eventually develop hypothyroidism, which will require lifelong hormone therapy. Immunotherapies designed to treat the underlying autoimmune process that causes Graves’ disease are under development and are being designed with the goal of restoring immune tolerance to some of the self-proteins targeted by autoimmunity. If these immunotherapies are successful, stopping the underlying autoimmune process could potentially restore thyroid hormones back to normal, healthy levels without inducing hypothyroidism. Some of these therapies are being tested in early-phase clinical trials, with promising results.[18]"
